tweet_id,text,is_relevant,mode,complaint_type,information_failure_type,mentions_information_failure,mentions_physical_service_failure,routes,stop_ids,stop_names,areas,landmarks,severity,spatial_confidence,classification_confidence,short_summary,evidence_phrase,extracted_locations_json
86bc6da15d63bf57104c801cfbec364b,"Se qualcuno ha il monitoraggio della rete #bus attivo...si tratta di ""sparizioni"" coi primi caldi (pissibile causa: #bus senza a/c)
o solo una ""normale"" anomalia puntuale? 
@iencenelli

Quoted Tweet:
Non è solo il 69!! @MercurioPsi @battaglia_persa qui uscita metro jonio",True,mixed,general_atac_complaint,unclear,True,False,,,,,,2,none,0.35,Tweet che parla di “sparizioni”/monitoraggio che segnala cose che non tornano e cita l’uscita metro Jonio; non è chiaro se manchi il passaggio o solo la visualizzazione in tempo,“sparizioni” coi primi caldi… o solo una “normale” anomalia puntuale?… qui uscita metro jonio,"[{""name"": ""Jonio"", ""type"": ""other"", ""confidence"": 0.45}]"
633af766fa959c9d4c950aee7a8f3b06,"Come facevano a prevedere che a fine maggio sarebbe arrivato il caldo 

#tram con finestroni bloccati

Quoted Tweet:
@InfoAtac tram 8 vettura 9249 da Piazza Venezia a Casaletto non funziona l'aria condizionata che però risulta accesa. Un forno",True,tram,breakdown,none,False,True,tram 8,,,Piazza Venezia|Casaletto,Piazza Venezia,4,medium,0.72,Segnalato malfunzionamento del tram: aria condizionata non funziona pur risultando attiva.,tram 8 ... risulta accesa. Un forno,"[{""name"": ""Piazza Venezia"", ""type"": ""landmark"", ""confidence"": 0.75}, {""name"": ""Casaletto"", ""type"": ""neighborhood"", ""confidence"": 0.6}]"
dcc5426c537fecb882c95a90c241fe1d,"Andate a piedi

Quoted Tweet:
Termini #MetroA ore 9 circa, un fiume di gente bloccata (contingentata) al mezzanino superiore per sovraffollamento

@Prefettura_Roma @DPCgov @vigilidelfuoco @antitrust_it",True,metro,overcrowding,none,False,True,Metro A,,,,Termini,4,medium,0.72,"Affollamento eccessivo alla stazione Termini lungo la Metro A verso le 9, con persone bloccate al mezzanino per sovraffollamento.","Termini #MetroA ore 9 circa, un fiume di gente bloccata ... al mezzanino superiore per sovraffollamento","[{""name"": ""Termini"", ""type"": ""station"", ""confidence"": 0.85}, {""name"": ""Mezzanino superiore"", ""type"": ""other"", ""confidence"": 0.4}, {""name"": ""Roma"", ""type"": ""municipality"", ""confidence"": 0.2}]"
17554c722354259d61d09d5e298baebb,"#ciaone.. fanno megastazioni dai costi colossali (per i contribuenti ovviamente), poi non riescono a manutenerle..

Quoted Tweet:
Quando avete intenzione di riaprire le entrate/uscite alla #metro Conca d'oro? 
@infoatac #atac",True,metro,other,terminus_or_out_of_service_confusion,True,False,,,Conca d'oro,,,2,medium,0.35,"Richiesta su quando riaprire entrate/uscite della metro Conca d'Oro, suggerendo inaccessibilità o informazione/non chiarezza sul ripristino.",Quando avete intenzione di riaprire le entrate/uscite alla #metro Conca d'oro?,"[{""name"": ""Conca d'oro"", ""type"": ""station"", ""confidence"": 0.85}]"
e967338d046c0cd01de678fb76a0b1ff,"veramente il problema è quando LI VEDI i #tram, perché potrebbe essere un sogno o un miraggio

Quoted Tweet:
@InfoAtac ma il tram 8 ha dei problemi? Non si vede in nessun senso di marcia.",True,tram,ghost_bus,unclear,True,False,8,,,,,4,none,0.55,Il tweet mette in dubbio la visibilità/monitoraggio del tram 8 in nessun senso di marcia.,"""ma il tram 8 ha dei problemi? Non si vede in nessun senso di marcia""",[]
c10d1713d6badd1b91010b0cc5e06944,"PEGGIOR
trasporto pubblico
d'Europa
#CommissioneUE et cetera

Quoted Tweet:
@infoatac. Buongiorno. Segnalo che anche questa mattina i treni della metro C non hanno la climatizzazione accesa. La gente si sente male.",True,metro,other,none,False,True,metro C,,,,,2,none,0.45,I treni della metro C non hanno la climatizzazione accesa e i passeggeri si sentono male.,"""i treni della metro C non hanno la climatizzazione accesa. La gente si sente male.""","[{""name"": ""metro C"", ""type"": ""other"", ""confidence"": 0.8}]"
4df664707946aa6f3196103893b09aff,"Anche oggi ZERO ripeto ZERO linee #tram regolari

La #CuraDelFerro dopo 55 mesi di propaganda dal Comune, è un colossale FALLIMENTO",True,tram,out_of_service,unclear,True,True,,,,,,3,none,0.55,Sostiene che oggi non ci siano linee tram regolari (tram non operativi).,ZERO linee #tram regolari,[]
39477829528065092bf9df586d4915a4,"si ricomincia

Quoted Tweet:
Iniziamo con i viaggi della speranza offerti da #atac
Autobus con finestrini non apribili e aria condizionata spenta",True,bus,other,none,False,True,,,,,,2,none,0.35,"Servizio autobus in condizioni non adeguate (finestrini non apribili, aria condizionata spenta).",Autobus con finestrini non apribili e aria condizionata spenta,[]
eeac6702bed5e436d2a108eb6ce10131,"Le revisioni dei treni sono in cstastrofico ritardo, il servizio -con meno treni- andrà avanti così e anche peggio per molto tempo.. #MetroA #Roma

Quoted Tweet:
Mi spiegate Cosa sta accadendo alla Linea A ? Ormai passa ogni 10 minuti e con vagoni pieni come carri bestiame. Nell'immagine della capitale.Gli abbonati ringraziano",True,metro,overcrowding,unclear,True,True,Line A|MetroA,,,,,5,none,0.68,"Sulla Linea A della metro ci sono forti ritardi e vagoni affollati, con passaggi meno frequenti.",Ormai passa ogni 10 minuti e con vagoni pieni come carri bestiame... Linea A,"[{""name"": ""Linea A"", ""type"": ""other"", ""confidence"": 0.55}, {""name"": ""Roma"", ""type"": ""municipality"", ""confidence"": 0.2}]"
15ef318f3e915293d51c5dfefb76bcf8,"@InfoAtac
 
Non potete accorpare i tram..I treni in india sono meno pieni. Ma cos'è il terzo mondo questo?
Il tram 19 non dura mai più di 1 settimana... 
MA SIETE NORMALI? UN BAMBINO DI 5 ANNI GESTIREBBE MEGLIO IL VOSTRO SERVIZIO",True,tram,general_atac_complaint,unclear,True,False,tram 19,,,,,3,none,0.45,"Tweet polemica su servizio tram (tram 19) percepito come instabile, con riferimento al fatto che non durerebbe a lungo.","""Il tram 19 non dura mai più di 1 settimana""","[{""name"": ""tram 19"", ""type"": ""other"", ""confidence"": 0.7}]"
cbb0acc9f9e1b3a89511094b87251736,"Scalo San Lorenzo, quasi due anni di lavori alla tangenziale e non hanno nemmeno cambiato gli scoli dell'acqua piovana.


@MercurioPsi
 
@romatoday
 
@Luce_Roma
 
@romanoesaurito
 
@ErMejoSindaco",False,unknown,not_relevant,none,False,False,,,,,,1,none,0.55,"Lamentela su lavori e scoli dell’acqua piovana in zona Scalo San Lorenzo, non su trasporti ATAC/realtime.","Scalo San Lorenzo, quasi due anni di lavori alla tangenziale...","[{""name"": ""Scalo San Lorenzo"", ""type"": ""other"", ""confidence"": 0.55}]"
f7dd718cb97761218e89b3bb5556c645,"Accendete l’aria condizionata sulla Metro C! Ci sono 40 gradi all’interno non è possibile viaggiare in queste condizioni. Primo giorno lavorativo di caldo ed è già un incubo. 
#roma #atac 

@OQuotidianaBlog
 
@MercurioPsi
 
@eugenio_patane
 
@AtacNews
 
@gualtierieurope",True,metro,overcrowding,none,False,True,Metro C,,,,,3,none,0.72,Problema di comfort/condizionamento sulla Metro C: troppo caldo all’interno.,Accendete l’aria condizionata sulla Metro C! Ci sono 40 gradi all’interno non è possibile viaggiare,"[{""name"": ""Metro C"", ""type"": ""station"", ""confidence"": 0.6}]"
7071fc788b125acae26fbd7e8d4d3780,"Degrado alla fermata Jonio (foto di stamattina)La carcassa di un piccione morto da giorni almeno una settimana che sta lì una distesa di cartacce, bottiglie di plastica, lattine abbandonate lungo la rastrelliera e gli ormai sempiterni manifesti abusivi 
@diarioromano
  
@MercurioPsi",False,unknown,not_relevant,none,False,False,,,,,,1,none,0.86,"Segnalazione di degrado e sporcizia alla fermata Jonio, non di problemi di informazioni o servizio dei mezzi.","Degrado alla fermata Jonio (foto di stamattina) ... cartacce, bottiglie di plastica, lattine abbandonate","[{""name"": ""Fermata Jonio"", ""type"": ""stop_name"", ""confidence"": 0.75}]"
30d0426c4920bd2580ba7046f56f0b21,"""al centro il trasporto pubblico è di ELEVATA QUALITÀ"" cit.

(La linea #bus 85 #ATAC passa sotto Colosseo e Campidoglio)

Quoted Tweet:
@InfoAtac buongiorno. Anche oggi tra le 6:05 e le 6:35 non è passato alcun autobus 85 in direzione termini. Poi 3 a distanza di pochi minuti.
Potrei conoscere gli orari di partenza previsti dal capolinea di arco di travertino tra le 6 e le 7 del mattino? Grazie",True,bus,bus_no_show,identifier_or_route_mismatch,True,True,85,,,Arco di Travertino|Colosseo|Campidoglio|Termini,Colosseo|Campidoglio|Arco di Travertino,4,medium,0.62,Richiesta orari per bus 85: tra 6:05 e 6:35 non risulta passato alcun autobus verso Termini (poi ne arrivano altri a breve distanza).,“tra le 6:05 e le 6:35 non è passato alcun autobus 85 in direzione termini”,"[{""name"": ""Arco di Travertino"", ""type"": ""landmark"", ""confidence"": 0.75}, {""name"": ""Colosseo"", ""type"": ""landmark"", ""confidence"": 0.7}, {""name"": ""Campidoglio"", ""type"": ""landmark"", ""confidence"": 0.7}, {""name"": ""Termini"", ""type"": ""station"", ""confidence"": 0.6}]"
c3fd4c89cca29dcc0c95d5cc58817ea3,"DUE, 2gg è durato il #tram 2, dalla riapertura dopo ~40gg di stop

NON C'È UNA sola linea #tram regolare oggi a #Roma 

La #CuraDelFerro è un colossale FALLIMENTO che pagheremo per molti anni",True,tram,service_suspension,none,False,True,tram 2,,,Roma,,4,low,0.62,"Segnalata scarsa regolarità dei tram: nessuna linea tram regolare oggi a Roma, con riferimento al tram 2 dopo una riapertura dopo stop di ~40 giorni.","""NON C'È UNA sola linea #tram regolare oggi a #Roma""; ""DUE, 2gg è durato il #tram 2""","[{""name"": ""tram 2"", ""type"": ""stop_name"", ""confidence"": 0.35}, {""name"": ""Roma"", ""type"": ""municipality"", ""confidence"": 0.45}]"
3afefc35b8210a796fd455bf37f86188,"#CuraDelFerro #ATAC #Roma

Quoted Tweet:
si può spiegare perché la linea tram 5 è sostituita da bus nella tratta gerani-largo preneste rallentando notevolmente il servizio? e i tram 514 da largo preneste sono praticamente dimezzati anche essendo 2in1 facendo formare una quantità di gente improponibile con questo caldo?",True,tram,delay,none,False,True,tram 5|tram 514,,,,,5,none,0.68,Sostituzione della linea tram 5 con bus nella tratta Gerani-Largo Preneste con rallentamenti; tram 514 da Largo Preneste ridotti e affollamento eccessivo.,tram 5 è sostituita da bus nella tratta gerani-largo preneste rallentando notevolmente il servizio,"[{""name"": ""tratta gerani-largo preneste"", ""type"": ""other"", ""confidence"": 0.6}, {""name"": ""Gerani"", ""type"": ""other"", ""confidence"": 0.6}, {""name"": ""Largo Preneste"", ""type"": ""other"", ""confidence"": 0.7}]"
20531f7c8be3f7e729ef02d96813f49f,"DUE, 2gg è durato il #tram 2, dalla riapertura dopo ~40gg di stop

NON C'È UNA sola linea #tram regolare oggi a #Roma 

La #CuraDelFerro è un colossale FALLIMENTO che pagheremo per molti anni",True,tram,other,none,False,True,tram 2|2,,,Roma,,4,low,0.45,"Il tweet lamenta che oggi non c’è una linea #tram regolare a Roma, citando il #tram 2 dopo la riapertura dopo circa 40 giorni di stop.","""NON C'È UNA sola linea #tram regolare oggi a #Roma""","[{""name"": ""Roma"", ""type"": ""municipality"", ""confidence"": 0.3}]"
f31139de3770aab4ebda5970a5b93124,"Termini #MetroA ore 9 circa, un fiume di gente bloccata (contingentata) al mezzanino superiore per sovraffollamento


@Prefettura_Roma
 
@DPCgov
 
@vigilidelfuoco
 
@antitrust_it",True,metro,overcrowding,none,False,True,Metro A,,Termini,,,4,high,0.74,Affollamento estremo alla stazione Termini (linea Metro A) con passeggeri bloccati al mezzanino per sovraffollamento.,"Termini #MetroA ore 9 circa, un fiume di gente bloccata (contingentata) al mezzanino superiore per sovraffollamento","[{""name"": ""Termini"", ""type"": ""station"", ""confidence"": 0.9}, {""name"": ""Mezzanino superiore"", ""type"": ""other"", ""confidence"": 0.4}]"
ff193e368219664a9299b0582e779166,"perché i #tram NON SONO il futuro per #Roma  (il #tram 2 è durato 2gg, anche il 5 è limitato... ZERO linee regolari)

Quoted Tweet:
@InfoAtac il 19 non è durato neanche una settimana che già l'hanno limitato a porta maggiore @MercurioPsi",True,tram,general_atac_complaint,none,False,True,tram 2|tram 5|19,,,Porta Maggiore,,5,medium,0.42,"L'utente lamenta che le linee tram (citando tram 2 e 5) non sono regolari e che la linea 19 è stata limitata rapidamente, senza distinguere chiaramente un problema di informazione,","""il #tram 2 è durato 2gg, anche il 5 è limitato... ZERO linee regolari""; ""già l'hanno limitato a porta maggiore""","[{""name"": ""Porta Maggiore"", ""type"": ""station"", ""confidence"": 0.7}]"
7f3fce89f8ae921716074fcb72913525,"Ah, le 2 linee #bus più frequenti di #Roma: Deposito e #FuoriServizio

Quoted Tweet:
@InfoAtac prossima partenza linea 62 da stazione Tiburtina? Saltata corsa delle 11.51. Il bus è arrivato, ha fatto scendere le persone ed è andato via con scritta DEPOSITO, seguito da un FUORI SERVIZIO",True,bus,out_of_service,terminus_or_out_of_service_confusion,True,True,62,,stazione Tiburtina,,,5,high,0.72,La linea 62 da stazione Tiburtina risulta con corsa “saltata”; il bus però passa solo per far scendere e poi esce con scritte DEPOSITO/FUORI SERVIZIO.,"""prossima partenza linea 62 da stazione Tiburtina? Saltata corsa delle 11.51. Il bus è arrivato... ed è andato via con scritta DEPOSITO, seguito da un FUORI SERVIZIO""","[{""name"": ""stazione Tiburtina"", ""type"": ""station"", ""confidence"": 0.92}]"
5d471d137fd59dea8f71331da692e4e8,"#CuraDelFerro

Quoted Tweet:
@InfoAtac ma come la gestite la questione 5/14? Siamo fermi a 70831 da 20 minuti non parte nessun tram ma continuano le navette a scaricare. Ma cristo santo ma come si fa di domenica? Siete una continua delusione",True,tram,delay,terminus_or_out_of_service_confusion,True,True,5|14,,,,,4,none,0.42,"Afferma che con le linee 5/14 il tram non parte da tempo, mentre continuano le navette.",Siamo fermi a 70831 da 20 minuti non parte nessun tram ma continuano le navette,[]
2a0c03e26266832215febfcfa3308ba9,"#Atac è costata 12 miliardi pubblici in 15 anni.
Controllata del Comune di #Roma vede un assenteismo anche vicino al 15%.
E poi c'è anche #Ama, per la raccolta rifiuti con il suo assenteismo che sfiora anche il 20%.
Ma se facessimo delle gare per il servizio?",True,unknown,general_atac_complaint,unclear,True,False,,,,Roma,,2,low,0.35,"Tweet di critica generale ad ATAC/Comune di Roma con riferimento ad assenteismo e gestione del servizio, senza descrivere un disservizio o un problema informativo per passeggeri.","""Atac è costata 12 miliardi... Controllata del Comune di Roma vede un assenteismo... Ma se facessimo delle gare per il servizio?""","[{""name"": ""Roma"", ""type"": ""municipality"", ""confidence"": 0.3}, {""name"": ""ATAC"", ""type"": ""other"", ""confidence"": 0.1}, {""name"": ""AMA"", ""type"": ""other"", ""confidence"": 0.1}]"
7510eace18314f1f6d78ffa7083a4880,"Prosegue anche oggi la #CuraDelFerro a #Roma 

i #tram FALLIRANNO e di molto, l'obiettivo di servizio 2026",True,tram,other,none,False,False,,,,Roma,,2,low,0.35,Tweet di critica/annuncio sul fallimento del servizio tram nel contesto della “Cura del Ferro”.,i #tram FALLIRANNO e di molto,"[{""name"": ""Roma"", ""type"": ""municipality"", ""confidence"": 0.4}]"
239df4b8d0ffeb2a6a41467eb98ffe0e,"E l'
@antitrust_it
 che dice?

Quoted Tweet:
Ma il 990 che fine ha fatto oggi? Ovviamente non è possibile chiedere rimborso scegliendo mezzo alternativo, dà sempre errore… @MercurioPsi @InfoAtac",True,bus,ghost_bus,identifier_or_route_mismatch,True,True,990,,,,,5,none,0.62,"Il passeggero segnala che il bus 990 “che fine ha fatto”, implicando che non si presenta/non è tracciato come dovrebbe oggi.",“Ma il 990 che fine ha fatto oggi?”,[]
f7205f3ab2eb84db9080771dfbbd829a,"Mettere
A
Gara
#ATAC (*)

(*) tutto il trasporto pubblico di #Roma. Milano lo sta facendo #referendum 
@antitrust_it

Quoted Tweet:
@InfoAtac Navette strapiene !!!! Situazione desolante per una grande città!!!! E mi fermo qui !!!",True,mixed,overcrowding,none,False,True,,,,,,4,none,0.45,L’utente segnala navette/situazione strapiena con disagio per il trasporto pubblico romano.,"""Navette strapiene !!!! Situazione desolante per una grande città""",[]
5c609015fccd0475d6f65a8d02533ec2,"Vorrei tanto conoscere lo scienziato che ha deciso di chiudere questo sabato la metro A con la manifestazione a San Giovanni la partita all’olimpico e con 
@InfoAtac
 atac che mette due navette per sputo 
Complimenti",True,metro,service_suspension,unclear,True,True,metro A,,,San Giovanni|Olimpico,,5,medium,0.62,"La metro A viene chiusa sabato per manifestazione a San Giovanni e l’azienda indica navette, ma l’evento ha causato disservizio/chiusura linea.","""chiudere questo sabato la metro A"" ... ""con la manifestazione a San Giovanni"" ... ""@InfoAtac"" ""atac che mette due navette""","[{""name"": ""San Giovanni"", ""type"": ""neighborhood"", ""confidence"": 0.9}, {""name"": ""Olimpico"", ""type"": ""landmark"", ""confidence"": 0.7}]"
357a8eb96d09baae9cba3b98018928fa,"NO, pure in TV NO  #ATAC",False,not_relevant,not_relevant,none,False,False,,,,,,1,none,0.15,Tweet generico/non specifico su ATAC senza indicare problema di servizio o informazione.,"""NO, pure in TV NO  #ATAC""",[]
8e9cea9d20ed22318ddfbc30a1fac9ac,"#CuraDelFerro #ATAC #Roma 55 mesi di propaganda..

Quoted Tweet:
Reitero, la gestione dei tram lungo la via Prenestina è cervellotica e noi utenti ci siamo rotti le scatole. Sono due anni che ci avete condannato al caos @gualtierieurope  @eugenio_patane  #atac",True,tram,general_atac_complaint,none,False,False,,,,,via Prenestina,2,medium,0.45,Tweet polemico sulla gestione del tram lungo via Prenestina e sul caos percepito dagli utenti.,la gestione dei tram lungo la via Prenestina è cervellotica,"[{""name"": ""via Prenestina"", ""type"": ""street"", ""confidence"": 0.8}]"
26c32b0987ddabf4652bf7fbc67ac7ea,"#CuraDelFerro #ATAC #Roma il più grande FALLIMENTO

Quoted Tweet:
@InfoAtac scusate ma perché il 5 e il 19 sulla Prenestina sono autobus? 
Quanto durerà? 
Il 19 non riesce a durare più di una settimana di fila.. è assurdo. 
Ma che tipo di servizio garantite alla città?",True,bus,general_atac_complaint,identifier_or_route_mismatch,True,False,5|19,,,Prenestina,,5,medium,0.47,Il tweet contesta che per le linee 5 e 19 su Prenestina InfoAtac indichi autobus e lamenta continui disservizi/garanzia del servizio.,“perché il 5 e il 19 sulla Prenestina sono autobus?... Il 19 non riesce a durare più di una settimana di fila.. è assurdo. Ma che tipo di servizio garantite alla città?”,[]
3886802c2860e4ee3894902921a2f164,"""PEGGIOR trasporto pubblico d'Europa""

Quoted Tweet:
@InfoAtac 

Ma perché questa pessima divisione MA1 e MA2?
Le MA1 non stanno passando, o comunque se passano lo fanno fuori sevizio.

Era indicato un MA1 con matricola 3651 che è passato ora in fermata senza fermarsi.

Stessa cosa il 2906, non si è fermato",True,bus,ghost_bus,identifier_or_route_mismatch,True,True,MA1|MA2,,,,,4,none,0.62,Segnalato da InfoAtac un mezzo MA1 con matricola specifica che passa in fermata senza fermarsi; stessa problematica per un altro mezzo.,"""Era indicato un MA1 con matricola 3651 che è passato ora in fermata senza fermarsi. Stessa cosa il 2906, non si è fermato""",[]
1118c4e320cf1d449a57f0d1ea13afc9,"""PEGGIOR trasporto pubblico d'Europa"" #CommissioneUE

Quoted Tweet:
Ieri #Nottedeimusei #metroA chiusa e servizio @InfoAtac  inesistente:alle 23 fermata #aracoeli sovraffollata in attesa di un 85 o 51 a 2 fermate ma mai arrivati.Alle 23.45 su un 87,un CARRO BESTIAME! Servizio vergognoso! @romamobilita @Roma @MiC_Italia  @romafaschifo @IlMsgitRoma",True,bus,overcrowding,none,False,True,85|51|87,,Aracoeli,,,3,high,0.78,"Sovraffollamento alla fermata Aracoeli e bus non arrivati/servizio inadeguato in orario serale, con citazione di vari bus (85, 51, 87).","alle 23 fermata #aracoeli sovraffollata in attesa di un 85 o 51 a 2 fermate ma mai arrivati ... Alle 23.45 su un 87,un CARRO BESTIAME!","[{""name"": ""Aracoeli"", ""type"": ""stop_name"", ""confidence"": 0.9}, {""name"": ""Nottedeimusei"", ""type"": ""other"", ""confidence"": 0.3}, {""name"": ""metro A"", ""type"": ""station"", ""confidence"": 0.4}]"
